,Make,Model,Variant,Car,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,ARAI_Certified_Mileage,Fuel_System,Fuel_Type,Body_Type,Doors,Power,Torque,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Ventilation_System,Number_of_Airbags,Parking_Assistance,Infotainment_Screen
809,Mercedes,Benz V-Class,Expression Elwb,Mercedes Benz V-Class Expression Elwb,6840000,2143 cc,4.0,RWD (Rear Wheel Drive),,Injection,Diesel,MUV,5.0,163bhp@3800rpm,380Nm@1400-2400rpm,7.0,Leather,Automatic,3430 mm,Yes,2 Zone Climate Control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
810,Mercedes,Benz V-Class,Exclusive Lwb,Mercedes Benz V-Class Exclusive Lwb,8190000,2143 cc,4.0,RWD (Rear Wheel Drive),,Injection,Diesel,MUV,5.0,163bhp@3800rpm,380Nm@1400-2400rpm,6.0,Leather,Automatic,3200 mm,Yes,2 Zone Climate Control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
811,Mercedes,Benz V-Class,Elite,Mercedes Benz V-Class Elite,11000000,1950 cc,4.0,RWD (Rear Wheel Drive),,Injection,Diesel,MPV,5.0,163PS@4200rpm,380Nm@2400rpm,6.0,Leather,Automatic,3200 mm,Yes,Fully automatic climate control,10.0,Front & rear sensors with 360 degree view,Touch Sensitive
812,Audi,Q7,45 Tdi Premium Plus,Audi Q7 45 Tdi Premium Plus,7221500,2967 cc,6.0,AWD (All Wheel Drive),14.75,Injection,Diesel,SUV,5.0,249PS@4500RPM,600Nm@1500-3000rpm,7.0,Leather,Automatic,2994 mm,Yes,4 Zone climate control,8.0,Front and rear sensors with camera,Touch Sensitive
813,Audi,Q7,45 Tdi Technology Pack,Audi Q7 45 Tdi Technology Pack,8021500,2967 cc,6.0,AWD (All Wheel Drive),14.75,Injection,Diesel,SUV,5.0,249PS@4500RPM,600Nm@1500-3000rpm,7.0,Leather,Automatic,2994 mm,Yes,4 Zone climate control,8.0,Front and rear sensors with camera,Touch Sensitive
814,Audi,Q7,40 Tfsi Quattro Premium Plus,Audi Q7 40 Tfsi Quattro Premium Plus,6921500,1984 cc,6.0,AWD (All Wheel Drive),11.68,Injection,Petrol,SUV,5.0,252PS@4500RPM,370Nm@1600-4500rpm,7.0,Leather,Automatic,2994 mm,Yes,4 Zone climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
815,Audi,Q7,40 Tfsi Quattro Technology Pack,Audi Q7 40 Tfsi Quattro Technology Pack,7621500,1984 cc,6.0,AWD (All Wheel Drive),,Injection,Petrol,SUV,5.0,252PS@5000-6000rpm,370Nm@1600-4500rpm,7.0,Leather,Automatic,2994 mm,Yes,4 Zone climate control,8.0,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Touch Sensitive
816,Audi,Q7,45 Tdi Black Styling,Audi Q7 45 Tdi Black Styling,8111500,2967 cc,6.0,AWD (All Wheel Drive),14.75,Injection,Diesel,SUV,5.0,249PS@4500RPM,600Nm@1500-3000rpm,7.0,Leather,Automatic,2994 mm,Yes,4 Zone climate control,8.0,Front and rear sensors with camera,Touch Sensitive
817,Audi,Q7,40 Tfsi Quattro Black Styling,Audi Q7 40 Tfsi Quattro Black Styling,7711500,1984 cc,6.0,AWD (All Wheel Drive),,Injection,Petrol,SUV,5.0,252PS@5000-6000rpm,370Nm@1600-4500rpm,7.0,Leather,Automatic,2994 mm,Yes,4 Zone climate control,8.0,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Touch Sensitive
818,Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,Land Rover Rover Range Evoque Convertible 2.0 Hse Dynamic,6952964,1998 cc,4.0,4WD,15.7,Injection,Petrol,Convertible,5.0,240PS@5500rpm,340NM@1500rpm,4.0,Leather,Automatic,2660 mm,Yes,Fully automatic climate control,7.0,Front & rear sensors with 360 degree view,Touch Sensitive
819,Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S,Land Rover Rover Range Velar 2.0 Diesel R-Dynamic S,7246802,1999 cc,4.0,4WD,15.7,Injection,Diesel,SUV,5.0,179PS@4000rpm,430NM@1750-2500rpm,5.0,Leather,Automatic,2874 mm,Yes,2 Zone Climate Control,6.0,Rear sensors with camera,Touch Sensitive
820,Land Rover Rover,Range Velar,2.0 Petrol R-Dynamic S,Land Rover Rover Range Velar 2.0 Petrol R-Dynamic S,7246802,1997 cc,4.0,4WD,12.63,Injection,Petrol,SUV,5.0,250PS@5500RPM,365Nm@1500rpm,5.0,Leather,Automatic,2874 mm,Yes,2 Zone Climate Control,6.0,Rear sensors with camera,Touch Sensitive
821,Mercedes,Benz E-Class All Terrain,E 220D,Mercedes Benz E-Class All Terrain E 220D,7500000,1950 cc,6.0,RWD (Rear Wheel Drive),12.06,Injection,Diesel,SUV,4.0,194hp@3800rpm,400Nm@1600-2800RPM,5.0,Leather,Automatic,3079 mm,Yes,3 Zone climate control,7.0,Front & rear sensors with 360 degree view,Touch Sensitive
822,Volvo,Xc90,D5 Inscription,Volvo Xc90 D5 Inscription,8790000,1969 cc,4.0,AWD (All Wheel Drive),17.2,Injection,Diesel,SUV,5.0,225PS@4250RPM,470Nm@1740RPM,7.0,Leather,Automatic,2984 mm,Yes,4 Zone climate control,6.0,Front & rear sensors with 360 degree view,Yes
823,Volvo,Xc90,D5 Momentum,Volvo Xc90 D5 Momentum,8090000,1969 cc,4.0,AWD (All Wheel Drive),17.2,Injection,Diesel,SUV,5.0,225PS@4250RPM,470Nm@1740RPM,7.0,Leather,Automatic,2984 mm,Yes,4 Zone climate control,6.0,Front & rear sensors with 360 degree view,Yes
826,Volvo,Xc90,D5 R-Design,Volvo Xc90 D5 R-Design,8491500,1969 cc,4.0,AWD (All Wheel Drive),17.2,Injection,Diesel,SUV,5.0,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm,7.0,Leather,Automatic,2984 mm,Yes,4 Zone climate control,6.0,Front & rear sensors with 360 degree view,Yes
827,Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,Land Rover Rover Range Sport 5.0L V8 Svr Petrol,20517853,4999 cc,8.0,4WD,,,Petrol,SUV,5.0,567bhp@6000-6500rpm,700Nm@3500-4000rpm,5.0,Leather,Automatic,2923 mm,Yes,4 Zone climate control,,Front and rear sensors with camera,Touch Sensitive
828,Land Rover Rover,Range Sport,2.0L S Petrol,Land Rover Rover Range Sport 2.0L S Petrol,8670586,1997 cc,8.0,4WD,,Injection,Petrol,SUV,5.0,296bhp@5500rpm,400Nm@1500-4000rpm,7.0,Leather,Automatic,2923 mm,,2 Zone Climate Control,8.0,Front and rear sensors with camera,Yes
829,Land Rover Rover,Range Sport,2.0L Se Petrol,Land Rover Rover Range Sport 2.0L Se Petrol,9448181,1997 cc,8.0,4WD,,Injection,Petrol,SUV,5.0,296bhp@5500rpm,400Nm@1500-4000rpm,7.0,Leather,Automatic,2923 mm,,2 Zone Climate Control,8.0,Front and rear sensors with camera,Yes
830,Land Rover Rover,Range Sport,3.0L V6 Se Petrol,Land Rover Rover Range Sport 3.0L V6 Se Petrol,11476911,2995 cc,6.0,4WD,,Injection,Petrol,SUV,5.0,335bhp@6500RPM,450Nm@3500-5000RPM,7.0,Leather,Automatic,2923 mm,,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
831,Land Rover Rover,Range Sport,2.0L Hse Petrol,Land Rover Rover Range Sport 2.0L Hse Petrol,15600000,1997 cc,8.0,4WD,,Injection,Petrol,SUV,5.0,296bhp@5500rpm,400Nm@1500-4000rpm,7.0,Leather,Automatic,2923 mm,,3 Zone climate control,8.0,Front and rear sensors with camera,Yes
832,Land Rover Rover,Range Sport,3.0L V6 Hse Petrol,Land Rover Rover Range Sport 3.0L V6 Hse Petrol,13228725,2995 cc,6.0,4WD,,Injection,Petrol,SUV,5.0,335bhp@6500RPM,450Nm@3500-5000RPM,7.0,Leather,Automatic,2923 mm,,3 Zone climate control,8.0,Rear sensors,Touch Sensitive
833,Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,Land Rover Rover Range Sport 5.0L V8 Autobiography Dynamic Petrol,17940227,4999 cc,8.0,4WD,,,Petrol,SUV,5.0,518bhp@6000-6500rpm,625Nm@2500-5500rpm,5.0,Leather,Automatic,2923 mm,Yes,4 Zone climate control,8.0,Front and rear sensors with camera,Touch Sensitive
834,Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel,Land Rover Rover Range Sport 3.0L Tdv6 S Diesel,10373732,2993 cc,6.0,FWD (Front Wheel Drive),,Injection,Diesel,SUV,5.0,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm,5.0,Leather,Automatic,2923 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
835,Land Rover Rover,Range Sport,3.0L Tdv6 Se Diesel,Land Rover Rover Range Sport 3.0L Tdv6 Se Diesel,11913021,2993 cc,6.0,FWD (Front Wheel Drive),,Injection,Diesel,SUV,5.0,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm,5.0,Leather,Automatic,2923 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
836,Land Rover Rover,Range Sport,4.4L Sdv8 Hse Diesel,Land Rover Rover Range Sport 4.4L Sdv8 Hse Diesel,14908985,4367 cc,8.0,4WD,11.5,Injection,Diesel,SUV,5.0,335bhp@3500rpm,740Nm@2250rpm,7.0,Leather,Automatic,2923 mm,,3 Zone climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
837,Jaguar,Xj,3.0L,Jaguar Xj 3.0L,9738609,2993 cc,6.0,AWD (All Wheel Drive),12.9,Injection,Diesel,Sedan,4.0,274PS@4000RPM,600Nm@3500rpm,5.0,Leather,Automatic,3157 mm,Yes,4 Zone climate control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
838,Jaguar,Xj,3.0L Portfolio,Jaguar Xj 3.0L Portfolio,10725145,2993 cc,6.0,AWD (All Wheel Drive),12.9,Injection,Diesel,Sedan,4.0,274PS@4000RPM,600Nm@3500rpm,5.0,Leather,Automatic,3157 mm,Yes,4 Zone climate control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
839,Jaguar,Xj,50,Jaguar Xj 50,11129599,2993 cc,6.0,AWD (All Wheel Drive),12.9,Injection,Diesel,Sedan,4.0,302bhp@4000RPM,689Nm@1800rpm,5.0,Leather,Automatic,3157 mm,Yes,4 Zone climate control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
841,Porsche,Cayenne,Turbo,Porsche Cayenne Turbo,19210000,3996 cc,6.0,AWD (All Wheel Drive),16.2,Injection,Petrol,SUV,5.0,550bhp@6000RPM,770Nm@4500RPM,5.0,Leather,Automatic,2895 mm,Yes,"Fully automatic climate control, 2 Zone Climate Control",10.0,Rear sensors with camera,Touch Sensitive
842,Porsche,Cayenne,Base,Porsche Cayenne Base,11936000,2995 cc,6.0,AWD (All Wheel Drive),,Injection,Petrol,SUV,5.0,335PS@5300rpm,450Nm@1340 - 5300rpm,5.0,Leather,Automatic,2895 mm,Yes,"Fully automatic climate control, 2 Zone Climate Control",10.0,Rear sensors with camera,Touch Sensitive
846,Toyota,Land Cruiser,Vx,Toyota Land Cruiser Vx,14699000,4461 cc,8.0,AWD (All Wheel Drive),9.0,Injection,Diesel,SUV,5.0,265PS@3400rpm,650Nm@1600-2600rpm,7.0,Leather,Automatic,2850 mm,Yes,4 Zone climate control,8.0,Front and rear sensors with camera,Touch Sensitive
847,Audi,Rs7,Sportback,Audi Rs7 Sportback,17072000,3993 cc,8.0,AWD (All Wheel Drive),9.8,Injection,Petrol,"Sedan, Coupe",4.0,560PS@6600RPM,700Nm@1750-5500rpm,4.0,Leather,Automatic,2915 mm,Yes,4 Zone climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
848,Land Rover Rover,Range,5.0L V8 Autobiography Petrol,Land Rover Rover Range 5.0L V8 Autobiography Petrol,26037526,4999 cc,8.0,4WD,9.6,Injection,Petrol,SUV,5.0,518bhp@6000-6500rpm,625Nm@2500-5500rpm,7.0,Leather,Automatic,2922 mm,,4 Zone climate control,10.0,Front & rear sensors with 360 degree view,Touch Sensitive
849,Land Rover Rover,Range,5.0L V8 Svautobiography Dynamic Petrol,Land Rover Rover Range 5.0L V8 Svautobiography Dynamic Petrol,32522000,4999 cc,8.0,4WD,9.6,Injection,Petrol,SUV,5.0,558PS@6000-6500rpm,700Nm@3500-5000rpm,5.0,Leather,Automatic,2922 mm,,4 Zone climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
850,Land Rover Rover,Range,3.0L V6 Vogue Lwb Petrol,Land Rover Rover Range 3.0L V6 Vogue Lwb Petrol,19527130,2995 cc,6.0,4WD,11.6,Injection,Petrol,SUV,5.0,335bhp@6500RPM,450Nm@3500-5000RPM,7.0,Leather,Automatic,3120 mm,,4 Zone climate control,8.0,Front and rear sensors with camera,Touch Sensitive
851,Land Rover Rover,Range,5.0L V8 Svautobiography Lwb Petrol,Land Rover Rover Range 5.0L V8 Svautobiography Lwb Petrol,40499548,4999 cc,8.0,4WD,10.0,Injection,Petrol,SUV,4.0,558bhp@6000-6500RPM,700Nm@3500-5000rpm,5.0,Leather,Automatic,2922 mm,Yes,4 Zone climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
852,Land Rover Rover,Range,3.0L Tdv6 Vogue Diesel,Land Rover Rover Range 3.0L Tdv6 Vogue Diesel,18185267,2993 cc,6.0,4WD,,Injection,Diesel,SUV,5.0,254bhp@3750rpm,600Nm@1750-2250rpm,5.0,Leather,Automatic,3120 mm,Yes,4 Zone climate control,8.0,Front and rear sensors with camera,Touch Sensitive
853,Land Rover Rover,Range,3.0L Tdv6 Vogue Lwb Diesel,Land Rover Rover Range 3.0L Tdv6 Vogue Lwb Diesel,19527130,2993 cc,6.0,4WD,,Injection,Diesel,SUV,5.0,254bhp@3750rpm,600Nm@1750-2250rpm,7.0,Leather,Automatic,3120 mm,,4 Zone climate control,8.0,Front and rear sensors with camera,Touch Sensitive
854,Land Rover Rover,Range,4.4L Sdv8 Autobiography Lwb Diesel,Land Rover Rover Range 4.4L Sdv8 Autobiography Lwb Diesel,25174051,4367 cc,8.0,4WD,,Injection,Diesel,SUV,5.0,335bhp@3500rpm,740Nm@1750-2250rpm,7.0,Leather,Automatic,3120 mm,Yes,4 Zone climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
855,Land Rover Rover,Range,4.4L Sdv8 Svautobiography Lwb Diesel,Land Rover Rover Range 4.4L Sdv8 Svautobiography Lwb Diesel,39294685,4367 cc,8.0,4WD,,Injection,Diesel,SUV,5.0,335bhp@3500rpm,740Nm@1750-2250rpm,4.0,Leather,Automatic,3120 mm,Yes,4 Zone climate control,8.0,Yes,Touch Sensitive
856,Land Rover Rover,Range,4.4L Sdv8 Vogue Se Lwb Diesel,Land Rover Rover Range 4.4L Sdv8 Vogue Se Lwb Diesel,23675691,4367 cc,8.0,4WD,,Injection,Diesel,SUV,5.0,335bhp@3500rpm,740Nm@1750-2250rpm,7.0,Leather,Automatic,3120 mm,,4 Zone climate control,8.0,Rear sensors,Touch Sensitive
857,Land Rover Rover,Range,3.0L V6 Vogue Se Lwb Petrol,Land Rover Rover Range 3.0L V6 Vogue Se Lwb Petrol,21398758,2995 cc,6.0,4WD,11.6,Injection,Petrol,SUV,5.0,335bhp@6500RPM,450Nm@3500-5000RPM,7.0,Leather,Automatic,3120 mm,,4 Zone climate control,8.0,Rear sensors,Touch Sensitive
858,Maserati,Grancabrio,Standard,Maserati Grancabrio Standard,19865675,4691 cc,8.0,RWD (Rear Wheel Drive),9.8,Injection,Petrol,Convertible,2.0,450PS@7000rpm,510Nm@4750rpm,4.0,Leather,Automatic,2942 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
859,Mercedes,Benz Amg-Gt,S,Mercedes Benz Amg-Gt S,21583466,3982 cc,8.0,AWD (All Wheel Drive),7.8,Injection,Petrol,Coupe,2.0,510PS@6250rpm,650Nm@1750-4750rpm,2.0,Leather,Automatic,2630 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
860,Mercedes,Benz Amg-Gt,R,Mercedes Benz Amg-Gt R,23264134,3982 cc,8.0,AWD (All Wheel Drive),7.8,Injection,Petrol,Coupe,2.0,585PS@6250rpm,700Nm@1900-5500rpm,2.0,Leather,Automatic,2630 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
861,Mercedes,Benz Amg-Gt,Roadster,Mercedes Benz Amg-Gt Roadster,22733626,3982 cc,8.0,AWD (All Wheel Drive),7.8,Injection,Petrol,Coupe,2.0,476PS@6000rpm,630Nm@1700-5000rpm,2.0,Leather,Automatic,2630 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
862,Mercedes,Benz Amg Gt 4-Door Coupe,63 S 4Matic+,Mercedes Benz Amg Gt 4-Door Coupe 63 S 4Matic+,24200000,3998,8.0,AWD (All Wheel Drive),,Injection,Petrol,Coupe,4.0,639PS@6250rpm,700Nm@1900 rpm,4.0,,Automatic,2951 mm,,,,,
863,Lamborghini,Huracan,Lp 610-4,Lamborghini Huracan Lp 610-4,37133704,5204 cc,10.0,AWD (All Wheel Drive),10.6,Injection,Petrol,Coupe,2.0,610PS@8250rpm,560Nm@6500rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
864,Lamborghini,Huracan,Lp 580-2,Lamborghini Huracan Lp 580-2,32452486,5204 cc,10.0,RWD (Rear Wheel Drive),11.24,Injection,Petrol,Coupe,2.0,580PS@8000rpm,540Nm@6500rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
865,Lamborghini,Huracan,Avio,Lamborghini Huracan Avio,35150732,5204 cc,10.0,AWD (All Wheel Drive),8.0,Injection,Petrol,Coupe,2.0,610PS@8250rpm,560Nm@6500rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
866,Lamborghini,Huracan,Performante,Lamborghini Huracan Performante,37614126,5204 cc,10.0,AWD (All Wheel Drive),10.6,Injection,Petrol,Coupe,2.0,639PS@8250rpm,600Nm@6500rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
867,Lamborghini,Huracan,Lp 580-2 Spyder,Lamborghini Huracan Lp 580-2 Spyder,35535000,5204 cc,10.0,RWD (Rear Wheel Drive),11.24,Injection,Petrol,Coupe,2.0,571 bhp @ 8000 rpm,540 Nm @ 6500 rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
868,Lamborghini,Huracan,Lp 610-4 Spyder,Lamborghini Huracan Lp 610-4 Spyder,40742932,5204 cc,10.0,AWD (All Wheel Drive),10.6,Injection,Petrol,Coupe,2.0,602 bhp @ 8250 rpm,560Nm@6500rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
869,Lamborghini,Huracan,Evo,Lamborghini Huracan Evo,37300000,5204 cc,10.0,AWD (All Wheel Drive),10.6,Injection,Petrol,Coupe,2.0,631Bhp@8250rpm,600Nm@6500rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
870,Lamborghini,Huracan,Evo Spyder,Lamborghini Huracan Evo Spyder,41000000,5204 cc,10.0,AWD (All Wheel Drive),10.6,Injection,Petrol,Convertible,2.0,631Bhp@8250rpm,600Nm@6500rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
871,Lamborghini,Huracan,Evo Rwd,Lamborghini Huracan Evo Rwd,32200000,5204 cc,10.0,RWD (Rear Wheel Drive),10.6,Injection,Petrol,Coupe,2.0,610PS@8000 rpm,560Nm@6500rpm,2.0,Leather,Automatic,2620 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
872,Ferrari,488 Gtb,Std,Ferrari 488 Gtb Std,36761413,3902 cc,8.0,AWD (All Wheel Drive),5.5,Injection,Petrol,Coupe,2.0,670PS@8000rpm,760NM@3000rpm,2.0,Leather,Automatic,2650 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
873,Ferrari,488 Gtb,Spider,Ferrari 488 Gtb Spider,39319552,3902 cc,8.0,AWD (All Wheel Drive),5.5,Injection,Petrol,Coupe,2.0,670PS@8000rpm,760NM@3000rpm,2.0,Leather,Automatic,2650 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
874,Ferrari,Gtc4 Lusso,V8 T,Ferrari Gtc4 Lusso V8 T,42000000,3900 cc,8.0,RWD (Rear Wheel Drive),5.5,Injection,Petrol,Coupe,2.0,610PS@7000rpm,760Nm@5250RPM,4.0,Leather,Automatic,2990 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
875,Ferrari,Gtc4 Lusso,V12,Ferrari Gtc4 Lusso V12,52000000,6262 cc,8.0,AWD (All Wheel Drive),5.5,Injection,Petrol,Coupe,2.0,681PS@8000rpm,697Nm@5250RPM,4.0,Leather,Automatic,2990 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
876,Lamborghini,Aventador,Lp 700-4,Lamborghini Aventador Lp 700-4,47893943,6498 cc,12.0,4WD,5.0,Injection,Petrol,Convertible,2.0,700PS@8250RPM,690Nm@5500rpm,2.0,Leather,Automatic,2700 mm,,Fully automatic climate control,6.0,Yes,
877,Lamborghini,Aventador,Lp700-4 Roadster,Lamborghini Aventador Lp700-4 Roadster,53210327,6498 cc,12.0,4WD,8.8,Injection,Petrol,Convertible,2.0,700PS@8250RPM,690Nm@5506RPM,2.0,Leather,Automatic,2700 mm,,Fully automatic climate control,6.0,Yes,
878,Lamborghini,Aventador,S,Lamborghini Aventador S,47467700,6498 cc,12.0,4WD,5.0,Injection,Petrol,Coupe,2.0,740PS@8400rpm,690Nm@5500rpm,2.0,Leather,Automatic,2700 mm,,Fully automatic climate control,6.0,Yes,Touch Sensitive
879,Rolls-Royce,Dawn,Convertible,Rolls-Royce Dawn Convertible,59216193,6598 cc,12.0,RWD (Rear Wheel Drive),7.9,Injection,Petrol,Convertible,2.0,571PS@6000RPM,780Nm@1500-5000RPM,4.0,Leather,Automatic,3112 mm,Yes,Fully automatic climate control,8.0,Front and rear sensors with camera,Touch Sensitive
880,Rolls-Royce,Drophead Coupe,Phantom,Rolls-Royce Drophead Coupe Phantom,83755383,6749 cc,12.0,RWD (Rear Wheel Drive),9.8,Injection,Petrol,Convertible,2.0,453PS@5350rpm,720Nm@3500rpm,4.0,Leather,Automatic,3570 mm,Yes,Fully automatic climate control,6.0,Front and rear sensors with camera,Touch Sensitive
881,Maruti Suzuki,Omni,5 Str Bs-Iv,Maruti Suzuki Omni 5 Str Bs-Iv,282778,796 cc,3.0,RWD (Rear Wheel Drive),16.8,Injection,Petrol,MPV,5.0,34.7PS@5000rpm,59Nm@2500rpm,5.0,Fabric,Manual,1840 mm,,,,,
882,Maruti Suzuki,Omni,E 8 Str Bs-Iv,Maruti Suzuki Omni E 8 Str Bs-Iv,284485,796 cc,3.0,RWD (Rear Wheel Drive),16.8,Injection,Petrol,MPV,5.0,34.7PS@5000rpm,59Nm@2500rpm,8.0,Fabric,Manual,1840 mm,,,,,
883,Datsun,Datsun,Datsun D,Datsun Datsun Datsun D,412292,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,68PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Heater,2.0,Rear sensors,
884,Datsun,Datsun,Datsun T,Datsun Datsun Datsun T,552656,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,68PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Touch Sensitive
885,Datsun,Datsun,Datsun T (O),Datsun Datsun Datsun T (O),574448,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,68PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Touch Sensitive
886,Datsun,Datsun,Datsun A (O),Datsun Datsun Datsun A (O),555196,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,68PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
887,Datsun,Datsun,Datsun A,Datsun Datsun Datsun A,500575,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,68PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Yes,
888,Datsun,Datsun,Datsun T Vdc,Datsun Datsun Datsun T Vdc,593361,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,68PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Touch Sensitive
889,Datsun,Datsun,Datsun T (O) Vdc,Datsun Datsun Datsun T (O) Vdc,615153,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,68PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Touch Sensitive
890,Datsun,Datsun,Datsun T Cvt,Datsun Datsun Datsun T Cvt,658361,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,78PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
891,Datsun,Datsun,Datsun T (O) Cvt,Datsun Datsun Datsun T (O) Cvt,680153,1198 cc,3.0,FWD (Front Wheel Drive),20.6,Injection,Petrol,MPV,5.0,78PS@5000rpm,104Nm@4000rpm,7.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Touch Sensitive
892,Fiat,Punto Evo Pure,1.2L Fire Dynamic,Fiat Punto Evo Pure 1.2L Fire Dynamic,482330,1172 cc,4.0,FWD (Front Wheel Drive),15.0,Injection,Petrol,Hatchback,5.0,68PS@6000rpm,96Nm@2500RPM,5.0,Fabric,Manual,2510 mm,,Air Conditioning with cooling only,,,
893,Fiat,Punto Evo Pure,1.3,Fiat Punto Evo Pure 1.3,575947,1248 cc,4.0,FWD (Front Wheel Drive),20.0,Injection,Diesel,Hatchback,5.0,75 bhp @ 4000 rpm,197 Nm @ 1750 RPM,5.0,Fabric,Manual,2510 mm,,Air Conditioning with cooling only,1.0,Rear sensors,
894,Ford,Figo,Ambiente 1.2 Ti-Vct,Ford Figo Ambiente 1.2 Ti-Vct,523000,1194 cc,4.0,FWD (Front Wheel Drive),20.4,Injection,Petrol,Hatchback,5.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
