,make,model,variant,car,price,displacement,cylinders,drivetrain,mileage,fuel_system,fuel_capacity,fuel_type,height,length,width,body_type,doors,power,torque,seating_capacity,seat_material,type,wheelbase,bts,cluster
0,Tata,Nano Genx,Xt,Tata Nano Genx Xt,292667,624,2,RWD (Rear Wheel Drive),23.6,Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,37.48,51,4,Fabric,Manual,2230,Hat,1
1,Tata,Nano Genx,Xe,Tata Nano Genx Xe,236447,624,2,RWD (Rear Wheel Drive),23.6,Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,37.48,51,4,Fabric,Manual,2230,Hat,1
2,Tata,Nano Genx,Xta,Tata Nano Genx Xta,334768,624,2,RWD (Rear Wheel Drive),21.9,Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,37.48,51,4,Fabric,Automatic,2230,Hat,1
3,Tata,Nano Genx,Xm,Tata Nano Genx Xm,272223,624,2,RWD (Rear Wheel Drive),23.6,Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,37.48,51,4,Fabric,Manual,2230,Hat,1
4,Tata,Nano Genx,Xma,Tata Nano Genx Xma,314815,624,2,RWD (Rear Wheel Drive),21.9,Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,37.48,51,4,Fabric,Automatic,2230,Hat,1
5,Datsun,Redi-Go,D,Datsun Redi-Go D,279650,799,3,FWD (Front Wheel Drive),25.17,Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,53.26,72,5,Fabric,Manual,2348,Hat,1
6,Datsun,Redi-Go,T,Datsun Redi-Go T,351832,799,3,FWD (Front Wheel Drive),25.17,Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,53.26,72,5,Fabric,Manual,2348,Hat,1
7,Datsun,Redi-Go,A,Datsun Redi-Go A,333419,799,3,FWD (Front Wheel Drive),25.17,Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,53.26,72,5,Fabric,Manual,2348,Hat,1
8,Datsun,Redi-Go,S,Datsun Redi-Go S,362000,799,3,FWD (Front Wheel Drive),25.17,Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,53.26,72,5,Fabric,Manual,2348,Hat,1
9,Datsun,Redi-Go,1.0 S,Datsun Redi-Go 1.0 S,390000,999,3,FWD (Front Wheel Drive),22.5,Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,67.07,91,5,Fabric,Manual,2348,Hat,1
10,Datsun,Redi-Go,1.0 S Amt,Datsun Redi-Go 1.0 S Amt,437065,999,3,FWD (Front Wheel Drive),23.0,Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,67.07,91,5,Fabric,Automatic,2348,Hat,1
11,Renault,Kwid,Rxe 0.8,Renault Kwid Rxe 0.8,353290,799,3,FWD (Front Wheel Drive),25.17,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,53.26,72,5,Fabric,Manual,2422,Hat,1
12,Renault,Kwid,Std 0.8,Renault Kwid Std 0.8,283290,799,3,FWD (Front Wheel Drive),25.17,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,53.26,72,5,Fabric,Manual,2442,Hat,1
13,Renault,Kwid,Rxl 0.8,Renault Kwid Rxl 0.8,383290,799,3,FWD (Front Wheel Drive),25.17,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,53.26,72,5,Fabric,Manual,2422,Hat,1
14,Renault,Kwid,Rxt 0.8,Renault Kwid Rxt 0.8,413290,799,3,FWD (Front Wheel Drive),25.17,Injection,28 litres,Petrol,1490 mm,3731 mm,1580 mm,Hatchback,5,53.26,72,5,Fabric,Manual,2422,Hat,1
15,Renault,Kwid,Rxt 1.0,Renault Kwid Rxt 1.0,433290,999,3,FWD (Front Wheel Drive),23.01,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,67.07,91,5,Fabric,Manual,2422,Hat,1
16,Renault,Kwid,Climber 1.0 Mt,Renault Kwid Climber 1.0 Mt,454490,999,3,FWD (Front Wheel Drive),23.01,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,67.07,91,5,Fabric,Manual,2422,Hat,1
17,Renault,Kwid,Rxt Amt 1.0,Renault Kwid Rxt Amt 1.0,463290,999,3,FWD (Front Wheel Drive),24.04,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,67.07,91,5,Fabric,Automatic,2422,Hat,1
18,Renault,Kwid,Climber Amt 1.0,Renault Kwid Climber Amt 1.0,484490,999,3,FWD (Front Wheel Drive),24.04,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,67.07,91,5,Fabric,Automatic,2422,Hat,1
19,Renault,Kwid,Rxt (O) 1.0,Renault Kwid Rxt (O) 1.0,440990,999,3,FWD (Front Wheel Drive),23.01,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,67.07,91,5,Fabric,Manual,2422,Hat,1
20,Renault,Kwid,Rxt (O) Amt 1.0,Renault Kwid Rxt (O) Amt 1.0,470990,999,3,FWD (Front Wheel Drive),23.01,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,67.07,91,5,Fabric,Automatic,2422,Hat,1
21,Renault,Kwid,Climber (O) Mt 1.0,Renault Kwid Climber (O) Mt 1.0,462190,999,3,FWD (Front Wheel Drive),23.01,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,67.07,91,5,Fabric,Manual,2422,Hat,1
22,Renault,Kwid,Climber (O) Amt 1.0,Renault Kwid Climber (O) Amt 1.0,492190,999,3,FWD (Front Wheel Drive),24.04,Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,67.07,91,5,Fabric,Automatic,2422,Hat,1
23,Maruti Suzuki,Eeco,5 Str,Maruti Suzuki Eeco 5 Str,352136,1196,4,RWD (Rear Wheel Drive),15.0,Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,72.0,101,5,Fabric,Manual,2350,MPV,1
24,Maruti Suzuki,Eeco,7 Str,Maruti Suzuki Eeco 7 Str,380573,1196,4,FWD (Front Wheel Drive),15.0,Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,72.99,101,7,Fabric,Manual,2350,MPV,1
25,Maruti Suzuki,Eeco,5 Str With Ac+Htr,Maruti Suzuki Eeco 5 Str With Ac+Htr,392967,1196,4,RWD (Rear Wheel Drive),15.0,Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,72.0,101,5,Fabric,Manual,2350,MPV,1
26,Maruti Suzuki,Alto K10,Lxi,Maruti Suzuki Alto K10 Lxi,377588,998,3,FWD (Front Wheel Drive),24.07,Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2360,Hat,1
27,Maruti Suzuki,Alto K10,Vxi,Maruti Suzuki Alto K10 Vxi,394036,998,3,FWD (Front Wheel Drive),24.07,Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2360,Hat,1
28,Maruti Suzuki,Alto K10,Lx,Maruti Suzuki Alto K10 Lx,360843,998,3,FWD (Front Wheel Drive),24.07,Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2360,Hat,1
29,Maruti Suzuki,Alto K10,Vxi (O),Maruti Suzuki Alto K10 Vxi (O),407238,998,3,FWD (Front Wheel Drive),24.07,Injection,35 litres,Petrol,1460 mm,3620 mm,1475 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2360,Hat,1
30,Maruti Suzuki,Alto K10,Vxi Amt (O),Maruti Suzuki Alto K10 Vxi Amt (O),438559,998,3,FWD (Front Wheel Drive),24.07,Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,67.07,90,5,Fabric,Automatic,2360,Hat,1
31,Datsun,Go,D,Datsun Go D,374990,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
32,Datsun,Go,T,Datsun Go T,468229,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
33,Datsun,Go,T (O),Datsun Go T (O),502492,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
34,Datsun,Go,A (O),Datsun Go A (O),499990,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
35,Datsun,Go,A,Datsun Go A,469990,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
36,Datsun,Go,T Vdc,Datsun Go T Vdc,528464,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
37,Datsun,Go,T (O) Vdc,Datsun Go T (O) Vdc,553015,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
38,Datsun,Go,T Cvt,Datsun Go T Cvt,594464,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,76.93,104,5,Fabric,Manual,2450,Hat,1
39,Datsun,Go,T (O) Cvt,Datsun Go T (O) Cvt,618015,1198,3,FWD (Front Wheel Drive),20.1,Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,76.93,104,5,Fabric,Manual,2450,Hat,1
40,Maruti Suzuki,Celerio Tour,H2,Maruti Suzuki Celerio Tour H2,422444,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2425,Hat,1
41,Hyundai,Santro,Era Mt,Hyundai Santro Era Mt,429990,1086,4,FWD (Front Wheel Drive),20.3,Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,68.06,99,5,Fabric,Manual,2400,Hat,1
42,Hyundai,Santro,Magna Mt,Hyundai Santro Magna Mt,503990,1086,4,FWD (Front Wheel Drive),20.3,Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,68.06,99,5,Fabric,Manual,2400,Hat,1
43,Hyundai,Santro,Magna Amt,Hyundai Santro Magna Amt,530990,1086,4,FWD (Front Wheel Drive),20.3,Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,68.06,10,5,Fabric,AMT,2400,Hat,1
44,Hyundai,Santro,Sportz Mt,Hyundai Santro Sportz Mt,512990,1086,4,FWD (Front Wheel Drive),20.3,Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,68.06,10,5,Fabric,Manual,2400,Hat,1
45,Hyundai,Santro,Sportz Amt,Hyundai Santro Sportz Amt,570990,1086,4,FWD (Front Wheel Drive),20.3,Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,68.06,10,5,Fabric,AMT,2400,Hat,1
46,Hyundai,Santro,Asta Mt,Hyundai Santro Asta Mt,556490,1086,4,FWD (Front Wheel Drive),20.3,Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,68.06,99,5,Fabric,Manual,2400,Hat,1
47,Tata,Tiago,Revotron Xe,Tata Tiago Revotron Xe,460000,1199,3,FWD (Front Wheel Drive),23.0,Injection,35 litres,Petrol,1535 mm,3765 mm,1677 mm,Hatchback,5,84.82,114,5,Fabric,Manual,2400,Hat,1
48,Tata,Tiago,Revotron Xt,Tata Tiago Revotron Xt,520000,1199,3,FWD (Front Wheel Drive),23.0,Injection,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,84.82,114,5,Fabric,Manual,2400,Hat,1
49,Tata,Tiago,Revotron Xz,Tata Tiago Revotron Xz,570000,1199,3,FWD (Front Wheel Drive),23.0,Injection,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,84.82,114,5,Fabric,Manual,2400,Hat,1
50,Tata,Tiago,Revotron Xz Plus,Tata Tiago Revotron Xz Plus,599000,1199,3,FWD (Front Wheel Drive),23.0,Injection,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,84.82,114,5,Fabric,Manual,2400,Hat,1
51,Tata,Tiago,Revotron Xz Plus Dual Tone,Tata Tiago Revotron Xz Plus Dual Tone,610000,1199,3,FWD (Front Wheel Drive),23.0,Injection,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,84.82,114,5,Fabric,Manual,2400,Hat,1
52,Tata,Tiago,Revotron Xza,Tata Tiago Revotron Xza,620000,1199,3,FWD (Front Wheel Drive),24.0,Injection,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,84.82,114,5,Fabric,AMT,2400,Hat,1
53,Tata,Tiago,Revotron Xza Plus,Tata Tiago Revotron Xza Plus,649000,1199,3,FWD (Front Wheel Drive),24.0,Injection,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,84.82,114,5,Fabric,AMT,2400,Hat,1
54,Tata,Tiago,Revotron Xza Plus Dual Tone,Tata Tiago Revotron Xza Plus Dual Tone,660000,1199,3,FWD (Front Wheel Drive),24.0,Injection,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,84.82,114,5,Fabric,AMT,2400,Hat,1
55,Maruti Suzuki,Celerio X,Vxi (O),Maruti Suzuki Celerio X Vxi (O),481074,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2425,Hat,1
56,Maruti Suzuki,Celerio X,Vxi,Maruti Suzuki Celerio X Vxi,475198,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2425,Hat,1
57,Maruti Suzuki,Celerio X,Vxi Amt,Maruti Suzuki Celerio X Vxi Amt,518198,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Automatic,2425,Hat,1
58,Maruti Suzuki,Celerio X,Vxi Amt (O),Maruti Suzuki Celerio X Vxi Amt (O),524074,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Automatic,2425,Hat,1
59,Maruti Suzuki,Celerio X,Zxi,Maruti Suzuki Celerio X Zxi,499734,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2425,Hat,1
60,Maruti Suzuki,Celerio X,Zxi (O),Maruti Suzuki Celerio X Zxi (O),540350,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Manual,2425,Hat,1
61,Maruti Suzuki,Celerio X,Zxi Amt,Maruti Suzuki Celerio X Zxi Amt,542735,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Automatic,2425,Hat,1
62,Maruti Suzuki,Celerio X,Zxi Amt (O),Maruti Suzuki Celerio X Zxi Amt (O),552350,998,3,FWD (Front Wheel Drive),23.1,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,67.07,90,5,Fabric,Automatic,2425,Hat,1
63,Maruti Suzuki,Ignis,Alpha 1.2 Amt,Maruti Suzuki Ignis Alpha 1.2 Amt,713898,1197,4,FWD (Front Wheel Drive),20.89,Injection,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,81.86,113,5,Fabric,AMT,2435,Hat,1
64,Maruti Suzuki,Ignis,Alpha 1.2 Mt,Maruti Suzuki Ignis Alpha 1.2 Mt,666898,1197,4,FWD (Front Wheel Drive),20.89,Injection,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,81.86,113,5,Fabric,Manual,2435,Hat,1
65,Maruti Suzuki,Ignis,Delta 1.2 Amt,Maruti Suzuki Ignis Delta 1.2 Amt,607841,1197,4,FWD (Front Wheel Drive),20.89,Injection,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,81.86,113,5,Fabric,AMT,2435,Hat,1
66,Maruti Suzuki,Ignis,Delta 1.2 Mt,Maruti Suzuki Ignis Delta 1.2 Mt,560841,1197,4,FWD (Front Wheel Drive),20.89,Injection,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,81.86,113,5,Fabric,Manual,2435,Hat,1
67,Maruti Suzuki,Ignis,Sigma 1.2 Mt,Maruti Suzuki Ignis Sigma 1.2 Mt,483320,1197,4,FWD (Front Wheel Drive),20.89,Injection,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,81.86,113,5,Fabric,Manual,2435,Hat,1
68,Maruti Suzuki,Ignis,Zeta 1.2 Amt,Maruti Suzuki Ignis Zeta 1.2 Amt,630320,1197,4,FWD (Front Wheel Drive),20.89,Injection,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,81.86,113,5,Fabric,AMT,2435,Hat,1
69,Maruti Suzuki,Ignis,Zeta 1.2 Mt,Maruti Suzuki Ignis Zeta 1.2 Mt,583320,1197,4,FWD (Front Wheel Drive),20.89,Injection,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,81.86,113,5,Fabric,Manual,2435,Hat,1
70,Renault,Triber,Rxe,Renault Triber Rxe,495000,999,3,FWD (Front Wheel Drive),20.5,Injection,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,5,71.02,96,7,Fabric,Manual,2636,MUV,1
71,Renault,Triber,Rxl,Renault Triber Rxl,559000,999,3,FWD (Front Wheel Drive),20.5,Injection,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,5,71.02,96,7,Fabric,Manual,2636,MUV,1
72,Renault,Triber,Rxt,Renault Triber Rxt,609000,999,3,FWD (Front Wheel Drive),20.5,Injection,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,5,71.02,96,7,Fabric,Manual,2636,MUV,1
73,Renault,Triber,Rxz,Renault Triber Rxz,663000,999,3,FWD (Front Wheel Drive),20.5,Injection,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,5,71.02,96,7,Fabric,Manual,2636,MUV,1
74,Premier,Rio,Gx,Premier Rio Gx,506000,1173,4,FWD (Front Wheel Drive),16.0,Injection,46 litres,Petrol,1730 mm,3970 mm,1570 mm,SUV,5,74.96,103,5,Fabric,Manual,2420,SUV,1
75,Premier,Rio,Ex,Premier Rio Ex,568623,1489,4,FWD (Front Wheel Drive),16.0,Injection,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,5,63.12,152,5,Fabric,Manual,2420,SUV,1
76,Premier,Rio,Glx,Premier Rio Glx,670000,1173,4,FWD (Front Wheel Drive),16.0,Injection,46 litres,Petrol,1730 mm,3970 mm,1570 mm,SUV,5,74.96,103,5,Fabric,Manual,2420,SUV,1
77,Premier,Rio,Dx,Premier Rio Dx,603000,1489,4,FWD (Front Wheel Drive),16.0,Injection,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,5,63.12,152,5,Fabric,Manual,2420,SUV,1
78,Premier,Rio,Lx,Premier Rio Lx,739000,1489,4,FWD (Front Wheel Drive),16.0,Injection,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,5,63.12,152,5,Fabric,Manual,2420,SUV,1
79,Premier,Rio,Crdi4,Premier Rio Crdi4,739000,1248,4,FWD (Front Wheel Drive),23.7,Injection,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,5,71.02,183,5,Fabric,Manual,2420,SUV,1
80,Toyota,Etios Liva,G,Toyota Etios Liva G,520300,1197,4,FWD (Front Wheel Drive),18.16,Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,78.91,104,5,Fabric,Manual,2460,Hat,1
81,Toyota,Etios Liva,V,Toyota Etios Liva V,581000,1197,4,FWD (Front Wheel Drive),18.16,Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,78.91,104,5,Fabric,Manual,2460,Hat,1
82,Toyota,Etios Liva,Gd,Toyota Etios Liva Gd,647800,1364,4,FWD (Front Wheel Drive),23.59,Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,67.07,170,5,Fabric,Manual,2460,Hat,1
83,Toyota,Etios Liva,Vx,Toyota Etios Liva Vx,630000,1197,4,FWD (Front Wheel Drive),18.16,Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,78.91,104,5,Fabric,Manual,2460,Hat,1
84,Toyota,Etios Liva,Vxd,Toyota Etios Liva Vxd,745000,1364,4,FWD (Front Wheel Drive),23.59,Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,67.07,170,5,Fabric,Manual,2460,Hat,1
85,Toyota,Etios Liva,Vd,Toyota Etios Liva Vd,704000,1364,4,FWD (Front Wheel Drive),23.59,Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,67.07,170,5,Fabric,Manual,2460,Hat,1
86,Toyota,Etios Liva,Dual Tone V,Toyota Etios Liva Dual Tone V,597700,1197,4,FWD (Front Wheel Drive),18.16,Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,78.91,104,5,Fabric,Manual,2460,Hat,1
87,Toyota,Etios Liva,Dual Tone Vd,Toyota Etios Liva Dual Tone Vd,720700,1364,4,FWD (Front Wheel Drive),23.59,Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,67.07,170,5,Fabric,Manual,2460,Hat,1
88,Toyota,Etios Liva,Dual Tone Vx,Toyota Etios Liva Dual Tone Vx,641700,1197,4,FWD (Front Wheel Drive),18.16,Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,78.91,104,5,Fabric,Manual,2460,Hat,1
89,Toyota,Etios Liva,Dual Tone Vxd,Toyota Etios Liva Dual Tone Vxd,756700,1364,4,FWD (Front Wheel Drive),23.59,Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,67.07,170,5,Fabric,Manual,2460,Hat,1
90,Toyota,Etios Liva,Gx,Toyota Etios Liva Gx,558400,1197,4,FWD (Front Wheel Drive),18.16,Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,78.91,104,5,Fabric,Manual,2460,Hat,1
91,Toyota,Etios Liva,Gxd,Toyota Etios Liva Gxd,686000,1364,4,FWD (Front Wheel Drive),23.59,Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,67.07,170,5,Fabric,Manual,2460,Hat,1
92,Toyota,Etios Liva,Vx Dual Tone Limited Edition,Toyota Etios Liva Vx Dual Tone Limited Edition,662700,1197,4,FWD (Front Wheel Drive),18.16,Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,78.91,104,5,Fabric,Manual,2460,Hat,1
93,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,Toyota Etios Liva Vxd Dual Tone Limited Edition,777700,1364,4,FWD (Front Wheel Drive),23.59,Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,67.07,170,5,Fabric,Manual,2460,Hat,1
94,Nissan,Micra Active,Xl,Nissan Micra Active Xl,525021,1198,3,FWD (Front Wheel Drive),18.97,Injection,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
95,Nissan,Micra Active,Xv,Nissan Micra Active Xv,599950,1198,3,FWD (Front Wheel Drive),19.49,Injection,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
96,Nissan,Micra Active,Xl (O),Nissan Micra Active Xl (O),563133,1198,3,FWD (Front Wheel Drive),18.97,Injection,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,5,67.07,104,5,Fabric,Manual,2450,Hat,1
97,Tata,Bolt,Xt Diesel,Tata Bolt Xt Diesel,787980,1248,4,FWD (Front Wheel Drive),22.95,Injection,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,5,73.97,190,5,Fabric,Manual,2470,Hat,1
98,Tata,Bolt,Xe Diesel,Tata Bolt Xe Diesel,661111,1248,4,FWD (Front Wheel Drive),22.95,Injection,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,5,73.97,190,5,Fabric,Manual,2470,Hat,1
99,Tata,Bolt,Xm Diesel,Tata Bolt Xm Diesel,693798,1248,4,FWD (Front Wheel Drive),22.95,Injection,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,5,73.97,190,5,Fabric,Manual,2470,Hat,1
100,Tata,Bolt,Xms Diesel,Tata Bolt Xms Diesel,719661,1248,4,FWD (Front Wheel Drive),22.95,Injection,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,5,73.97,190,5,Fabric,Manual,2470,Hat,1
101,Tata,Bolt,Xt Petrol,Tata Bolt Xt Petrol,674960,1193,4,FWD (Front Wheel Drive),17.57,Injection,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,5,88.77,140,5,Fabric,Manual,2470,Hat,1
102,Tata,Bolt,Xe Petrol,Tata Bolt Xe Petrol,529035,1193,4,FWD (Front Wheel Drive),17.57,Injection,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,5,88.77,140,5,Fabric,Manual,2470,Hat,1
103,Tata,Bolt,Xm Petrol,Tata Bolt Xm Petrol,590268,1193,4,FWD (Front Wheel Drive),17.57,Injection,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,5,88.77,140,5,Fabric,Manual,2470,Hat,1
104,Tata,Bolt,Xms Petrol,Tata Bolt Xms Petrol,614515,1193,4,FWD (Front Wheel Drive),17.57,Injection,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,5,88.77,140,5,Fabric,Manual,2470,Hat,1
105,Hyundai,Xcent Prime,T,Hyundai Xcent Prime T,536859,1197,4,FWD (Front Wheel Drive),15.7,Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,81.86,114,5,Fabric,Manual,2425,Sed,1
106,Hyundai,Xcent Prime,T+ Crdi,Hyundai Xcent Prime T+ Crdi,639616,1197,4,FWD (Front Wheel Drive),20.14,Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,69.04,114,5,Fabric,Manual,2425,Sed,1
